reviews,context,product_type,purchase_method,sentiment,pros,cons,summary,start_time,end_time
"SK매직 가전사업부 부분 매각 작업…무산시 사업 축소...    26일 이데일리 취재를 종합하면 SK매직은 지난달 말 경 가전사업부 중 가스기기·식기세척기 사업부문을 담당해오던 대리점들에 공문을 보내 일방적 계약 종료를 통보했다. SK매직 측이 고지한 계약 미연장 사유는 사업구조 변경 및 제품 단종이다. ...사측이 입장을 번복한 이유는 사업부 매각이 성사될 가능성을 염두에 둔 것으로 보인다. SK매직은 경동나비엔(009450) 등 일부 기업과 접촉해 사업부 부분 매각을 시도 중이다. 매각 협상 동향에 따라 구조조정 향방을 결정할 모양새다....그러나 사업부 매각 협상은 극히 지지부진한 상황이다. 원매자가 거의 없던 상황에서 논의를 진행 중이던 경동 측과의 협상도 한 차례 결렬됐다. ...SK매직이 식세기나 기타 특정영역 가전,주방 가스기기등은 나름 선호하시는분들이 꽤 있었는데 사업을 접나보네요....",SK매직 가전사업부 매각,"가스기기, 식기세척기",구매,부정,없음,"사업 축소, 매각 협상 어려움","SK매직의 가전사업부 매각 작업이 어려움을 겪고 있으며, 사업 축소로 인한 부정적인 영향이 나타나고 있음.",2024-03-03 19:08:27,2024-03-03 19:08:30
이사가야하는디.. 세탁기랑 건조기랑 식세기를 사야할듯합니다. 다들 노쇠하셨고 식세기는 집에서 안써봤고여 ㅋㅋㅋ백화점 가전코너 슬슬구경해보는데... 엘지만 와봤는데 가격이 ...일단 이제 다 오브제군요 노멀라인 이런게 안보임... 아니면 시그니쳐?! ㄷㄷ ㅠㅠ 비쌉니다. 식세기 진짜 사고싶은데...가지고싶은데... ㅠㅠ그냥 손으로 설거지해야하나봅니다 ㅠㅠ 가전들이 많이 부쩍 비싸진느낌입니다.... 건조기랑 세탁기도 상상이상이네요 츄릅,이사,"세탁기, 건조기, 식기세척기",모름,부정,없음,"제품 가격이 높음, 비싼 느낌","이사 준비 중에 세탁기, 건조기, 식기세척기를 구매해야 할 것 같지만, 제품들의 가격이 높아서 고민 중이며, 가전제품들이 비싸보임. 설거지를 손으로 해야할지도 모르겠다는 불편함을 표현함.",2024-03-03 19:08:28,2024-03-03 19:08:32
"청약 당첨으로 글쓴지 벌써 2년반이나 지났네요.https://www.clien.net/service/board/park/16194504그리고 지난주 12월 1일 이사하였습니다. 몇가지 시공과 짐정리가 이제 다되어서가서 정신이 좀 돌아오네요.아이 키우면서 바쁘게 지내다보니 시간이 금방 지나간것같네요.분양 계약하고 중도금 대출 실행되면서 별로 신경 안썼는데 입주기간이 10.31~12.31 이다보니올해 8월부터 조금씩 신경 쓸게 많아지더라구요.살고있는 전세 빼기, 아파트 잔금, 중도금 전환방법, 별도 인테리어 시공, 가전, 가구, 어린이집(아내가 전담)등리스트 정리해두고 계획대로 진행이 잘 되어서 다행이었네요.(몇가지는 아직 진행중)분양, 대출, 이사 내용은 시간내서 총정리 글한번 써보겠습니다.은행 지분이 높긴하지만 내집, 우리집이 생겨서 너무 좋습니다.2년마다 이사 걱정도 없고, 아이도 좀더 크면 가까운곳에서 학교도 다닐테니 마음이 편하네요.가족, 친지, 지인분들 집들이 초대하면 내년까지 시간 금방가겠네요. ㅎㅎ클량 가족여러분 연말 마무리 잘 하시고 항상 건강 행복하세요~이사당일 정리 안된 사진이네요 ㅠ.ㅠ 다음 글에 정리된 사진으로 온라인 집들이도 같이 해보겠습니다~",이사,없음,모름,긍정,이사를 통해 새로운 집에 살게 되어 좋음,없음,청약 당첨으로 이사를 하게 되어 새로운 집에서의 삶을 즐기며 가족과 함께하는 것이 기쁨을 주고 있음.,2024-03-03 19:08:29,2024-03-03 19:08:32
1. 와이프와 딸래미가 쓰고 싶어한지 한참인 다이슨 에어랩을 드디어 구입했네요.JB Hi Fi에서 깊카로 구입하려고 간보다가 열흘 전에 David Jones에서 이전 최저가 행사하는걸 프라이스매치 받아서 구입했는데 어제 The Good Guys 등에서 역대 최저가로 팔길레 JB Hi Fi에 가서 물어보고 구입 후 2주내라 차액 환불을 받았어요. 결국 프라이스매치를 두번 적용받았네요 ㅋ2. 또 노리고 있던 LG 코드제로를 역시 꽤 할인된 가격에 구입했습니다. 이제 곧 집을 줄여서 이사를 해야해서 기존 다이슨 플로어 모델을 처분하고 갈아타려고 노리고 있었거든요. 타워 모델 기본형인데 저가형이나 고급형은 할인을 해도 기본형은 다들 할인을 안하고 있었는데 며칠전부터 Harvey Norman에서만 클리어런스 할인을 하고 있더라고요. 역시 이것도 JB Hi Fi에서 프라이스매치로 사려다가 모델이 살짝 달라서 실패하고 간보다가 깊카가 The Good Guys도 되는거라 어제 사러 갈려고 했는데 마침 어제부터 The Good Guys도 Harvey Norman과 같은 가격이 되었더군요. 그래서 할인된 가격으로 잘 샀네요. ㅋ,가정,"다이슨 에어랩, LG 코드제로",구매,긍정,할인 혜택을 받음,없음,다이슨 에어랩과 LG 코드제로를 할인 혜택을 받아 구입하여 만족함. 프라이스매치를 통해 더욱 저렴하게 구매한 경험을 공유함.,2024-03-03 19:08:31,2024-03-03 19:08:34
"지난 글 링크https://www.clien.net/service/board/use/17987674CLIEN(인테리어 이야기 -1) (초)소형 평수 아파트 매수기https://www.clien.net/service/board/use/17987676CLIEN(인테리어 이야기 0) 인테리어 전 현재 집 상태.JPGhttps://www.clien.net/service/board/use/17988458CLIEN(인테리어 이야기 1) 업체와 계약을 맺기 직전까지 (견적서 포함)https://www.clien.net/service/board/use/17989398CLIEN(인테리어 이야기 2) LG 오브레 라인 가전 구입기.txthttps://www.clien.net/service/board/use/17989815CLIEN(인테리어 이야기 3) 2차 미팅 전 수정된 견적서.JPGhttps://www.clien.net/service/board/use/17997646CLIEN(인테리어 이야기 4) 집 내부 철거, 미팅 내용 그리고 기타 등등https://www.clien.net/service/board/use/18061243CLIEN(인테리어 이야기 5) 전기배선 작업과 샷시 설치.JPGhttps://www.clien.net/service/board/use/18061331CLIEN(인테리어 이야기 6) 목공 작업 준비부터 목공 작업 2일차까지.JPGhttps://www.clien.net/service/board/use/18061372CLIEN(인테리어 이야기 7) 목공 작업 3일차부터 목공 작업 완료까지.JPGhttps://www.clien.net/service/board/use/18070580CLIEN(인테리어 이야기 8) 타일 작업.JPGhttps://www.clien.net/service/board/use/18077808CLIEN(인테리어 이야기 9) 화장실 도기.JPGhttps://www.clien.net/service/board/use/18082817CLIEN(인테리어 이야기 10) 필름 작업.JPGhttps://www.clien.net/service/board/use/18103886CLIEN(인테리어 이야기 11) 전기 배선, 마루 시공, 도배 작업.JPGhttps://www.clien.net/service/board/use/18113588CLIEN(인테리어 이야기 12) 간접등, 스위치, 콘센트 작업 및 발코니 탄성코트 작업.JPGhttps://www.clien.net/service/board/use/18113686CLIEN(인테리어 이야기 13) 가구설치.JPG(FEAT. 보수적인 아파트)https://www.clien.net/service/board/use/18404592CLIEN(인테리어 이야기 14) 완성된 집 1 - 현관.JPGhttps://www.clien.net/service/board/use/18439973CLIEN(인테리어 이야기 15) 완성된 집 2 - 작은 방.JPG1. 주방 전체샷주방 전체샷입니다.첫 번째 사진은 전면,두 번째 사진은 거실에서 주방을 바라본 측면,세 번째 사진은 작은 방에서 나오자마자 주방을 바라본 반대편 측면 사진입니다.여러 글을 통해서 말씀드렸지만아내가 밝은 톤의 화이트 컨셉을 좋아해서주방 역시 흰색 위주로 진행했습니다.2. 주방 상세샷상부장입니다.화이트 톤으로 깔끔하게 맞췄습니다.하부장 역시 화이트 톤입니다.왼쪽 바닥에 보이는 건 쓰레기통 및 비닐만 버리는 분리수거 통입니다.벽면 대리석 및 후드 사진이고요.인덕션으로 조리할 때는 필름지에 양념이 튈까 싶어은박지 판을 대고 요리합니다. 인덕션은 LG전자 제품을 구매하여 사용중이고요.해당 제품 코드는https://www.clien.net/service/board/use/17989398CLIEN(인테리어 이야기 2) LG 오브레 라인 가전 구입기.txt여기서 확인하실 수 있습니다.이번에 구입한 LG 오브제 정수기도 설치되어 있습니다.역시https://www.clien.net/service/board/use/17989398CLIEN(인테리어 이야기 2) LG 오브레 라인 가전 구입기.txt 에서 확인 가능합니다.6월 이사 당시, 이사짐을 들여놓게 전에LG 설치 기사님이 방문하셔서주방 타일에 타공 작업도 하시고하부장 쪽 배수관에 연결하시는 등엄청 열심히 설치해주시고 친절하게 설명해주셨습니다.고맙습니다.주방 건너편, 화장실 문 옆 벽면과 천장입니다.이 곳 역시 필름과 도배 작업이 마감까지 너무 잘 되었습니다.중간에 홈 역시 울지 않게 작업 잘 해주셨습니다.",인테리어,"LG 오브제 정수기, LG 인덕션",구매,긍정,"화이트 톤의 디자인, LG 제품의 성능과 설치 서비스에 대한 칭찬",없음,"주방 인테리어에 LG 오브제 정수기와 LG 인덕션을 구입하여 매우 만족하며, 설치 서비스와 제품 성능에 대해 칭찬함.",2024-03-03 19:08:30,2024-03-03 19:08:35
지난주부터 알아보다가..            최대한 원하는 옵션에 맞는 제품을 구매했습니다.            돈을 더 주면 더 고급 옵션이 있겠지만..            그럼 한정 없이 돈이 올라가기에..            최대한 필요한 옵션과 불필요한 옵션을 하나둘씩 비교해가면서 구매했습니다.            건조기 세탁기는 직렬로 구성하거나 올인원 제품을 구매하려했는데..            와이프가 손목과 팔꿈치가 아파 세탁 후 건조기로 올리는게 힘들거 같다고 해서 병렬로 하기로 했습니다.            지금도 병렬구조라 공간은 충분 할거 같습니다.            암튼 결혼 후 10년 가까이 되니 신혼 가전에서 진정한 가족 가전이 된거 같습니다. 24개월 미래의 나에게 이 부담을 안겨주어서 지금의 저는 홀가분하네요.ㅋ,결혼,"건조기, 세탁기",구매,긍정,"원하는 옵션에 맞는 제품 구매, 가족 가전으로 활용",없음,"결혼 후 가전 제품을 구매하면서 필요한 옵션과 비교하며 구매한 결과, 가족 가전으로 활용 중이며 만족함.",2024-03-03 19:08:32,2024-03-03 19:08:35
"지난 글 링크https://www.clien.net/service/board/use/17987674CLIEN(인테리어 이야기 -1) (초)소형 평수 아파트 매수기https://www.clien.net/service/board/use/17987676CLIEN(인테리어 이야기 0) 인테리어 전 현재 집 상태.JPGhttps://www.clien.net/service/board/use/17988458CLIEN(인테리어 이야기 1) 업체와 계약을 맺기 직전까지 (견적서 포함)https://www.clien.net/service/board/use/17989398CLIEN(인테리어 이야기 2) LG 오브레 라인 가전 구입기.txthttps://www.clien.net/service/board/use/17989815CLIEN(인테리어 이야기 3) 2차 미팅 전 수정된 견적서.JPGhttps://www.clien.net/service/board/use/17997646CLIEN(인테리어 이야기 4) 집 내부 철거, 미팅 내용 그리고 기타 등등https://www.clien.net/service/board/use/18061243CLIEN(인테리어 이야기 5) 전기배선 작업과 샷시 설치.JPGhttps://www.clien.net/service/board/use/18061331CLIEN(인테리어 이야기 6) 목공 작업 준비부터 목공 작업 2일차까지.JPGhttps://www.clien.net/service/board/use/18061372CLIEN(인테리어 이야기 7) 목공 작업 3일차부터 목공 작업 완료까지.JPGhttps://www.clien.net/service/board/use/18070580CLIEN(인테리어 이야기 8) 타일 작업.JPGhttps://www.clien.net/service/board/use/18077808CLIEN(인테리어 이야기 9) 화장실 도기.JPGhttps://www.clien.net/service/board/use/18082817CLIEN(인테리어 이야기 10) 필름 작업.JPGhttps://www.clien.net/service/board/use/18103886CLIEN(인테리어 이야기 11) 전기 배선, 마루 시공, 도배 작업.JPGhttps://www.clien.net/service/board/use/18113588CLIEN(인테리어 이야기 12) 간접등, 스위치, 콘센트 작업 및 발코니 탄성코트 작업.JPGhttps://www.clien.net/service/board/use/18113686CLIEN(인테리어 이야기 13) 가구설치.JPG(FEAT. 보수적인 아파트)0. 그동안 무얼 하였는가안녕하세요.오랜만에 인테리어 글 올립니다.6월 초에 올린 글을 끝으로 한동안 인테리어 과정 글을 안(=못) 올렸습니다.직전에 올린 글이 이사하기 전 마지막 인테리어 상황이었는데,차마 완성되지 못한 채 이사를 했기 때문에짐 없는 깔끔한 상태에서 완성된 인테리어 된 모습을 보여드릴 수 없었습니다.실평수 18~19평 집에서 10~11평으로 이사를 해 온 탓에공간은 줄었는데, 짐은 거의 그대로라 쌓여있는 상태로 지내왔고 (=지내오고 있고)약 3개월 동안 이사 후 못 끝낸 인테리어 작업 및 인테리어 AS를 수시로 했기 때문에인테리어 완성 글이 늦어지게 되었습니다.뿐만 아니라, 인테리어 완성이 된 후 몇 차례의 집들이를 하였고,그간 또 문제가 없는 게 있나 시간을 두고 살펴봤기 때문에글을 올리기까지 시간을 많이 소요하게 되었네요.아직 베란다 쪽 가구 AS가 한 차례 남긴 했지만,이 정도면 완성된 글을 올려도 되지 않나 싶어 글을 작성합니다.글의 순서는현관, 작은 방, 주방, 거실, 화장실, 베란다이렇게 여섯 차례에 걸쳐서 진행될 듯 합니다.1. 인테리어 전체적인 컨셉제가 인테리어를 잘 모르거니와 사실 관심도 잘 없습니다.또한 아내가 만족하는 집을 만들고 싶은 생각에 아내가 대부분을 주도해나갔죠.아내는 밝은 톤을 원했습니다.인테리어를 알아보던 최근 몇 년간 어두운 톤이 유행했다던데, (지금도 그런지 모르겠네요)아내는 가전도, 가구도 늘 밝은 톤을 좋아하는지라조금의 고민도 없이 밝은 톤으로 계획했다 합니다.흰 톤의 벽지, 밝은 그레이 톤의 필름,(이제는 해당 톤의 인쇼 필름이 생산되지 않아 저희와 같은 필름을 구할 수 없다고 합니다)약간 베이지 톤의 타일, 그리고 필름과 비슷한 톤의 주방 벽면 대리석,흰 폴딩도어 틀, 하얀색의 베란다 문 등등...전체적으로 밝은 컨셉으로 인테리어를 했습니다.2. 현관 쪽 전체 샷대문을 바라보는 방향으로 왼쪽이 신발장, 및 유니폼 보관장오른쪽이 작은 방을 나누고 있는 벽이고 그 안에 두꺼비집이 있습니다.구멍이 나 있는 두꺼비집을 가리는 용도로 제가 디자인한 A4 용지를 걸어놨습니다.(빨간색 동그라미 친 부분)도어락도 교체를 원해서 대표님께 일임했고, 교체된 제품을 사용중입니다.아무 말 없이 일임했기 때문에 할 말은 없지만, S사 제품이네요.어지간하면 S사는 구입 안하며 살고 있는데 도어락 중에 S사 제품이 있는지 몰랐다는... ㅠ그래도 기능적으로 만족하며 잘 쓰고 있는 중입니다.3. 현관 쪽 부분 샷동작 감응 스위치.인테리어 AS 때 대표님이 움직임 세심하게 조정해주셨습니다.전에는 수시로 켜졌던 반면, AS 이후에는 큰 동작에만 반응합니다.필름이 부착된 대문입니다.인테리어 과정 글에서도 언급했던 부분이지만,운이 좋게도 업체에서도 필름 잘 붙이기로 정평이 나 있는 분이 작업해주셔서붙인 전체적인 면 뿐만 아니라 끝 마감까지 아주 좋습니다.현관 오른쪽 벽도 필름 작업이 되어 있습니다.천장 끝부분까지 마감이 잘 되어 있으며,벽 중간 홈도 운 자국 없이 잘 붙어있습니다.현관 왼쪽 부분입니다.왼쪽도 필름 마감과 천장의 도배가 훌륭합니다.저 도배는 인터넷 선 문제 때문에이사 오고, 약 한 달 뒤에 다 떼고 다시 부착하였는데,전에 한 작업이나 나중에 한 작업이나 똑같이 훌륭했습니다.(다시 한 도배와 필름 작업은 작은 방 소개할 때 자세히 다룰 예정입니다)신발장 거울 사진입니다.신발장은 유리로 되어 있어서외출하기 전 신발 신고, 거울로 외모 점검하기 딱 좋습니다.사실 오징어 얼굴, 올챙이 몸매라 거울 보는 게 무슨 의미인가 싶지만그래도 좀 꾸미고 다니라는 대표님의 무언의 압박 같은 게 느껴집니다. ㅎ신발장 내부도 보여드릴까 했지만,너무 지저분해서 겉모습만 찍었습니다.신발 및 강아지 용품, 그리고 각종 잡동사니 창고 등의 용도로 사용중입니다.필름 작업과 도배 작업이 만나는 순간.벽 위와 천장 부분인데 마감 좋죠?제가 인테리어 중 거의 유일하게 요청했었던 유니폼 공간!!!문을 열고 들어오자마자 투명문을 통해 드러나는 제 컬렉션!너무 마음에 드는 포인트입니다.대표님이 이런 건 투명문으로 해야 더 보람차다고 주장하시면서적극적으로 아이디어를 내신 결과물입니다.비밀번호를 누르고 집에 돌아오면첼시, 전북현대, 국대의 유니폼이 눈 안에 들어오며 순간 행복!13살의 개가 달려와서 저를 맞이하면서 2차 행복!!그리고 아내의 '오빠~'라는 목소리에 3차 행복을 느낍니다.바로 전 글에서 언급했던주방을 거실로 옮기지 못해 다시 원래 자리로 돌아오면서 생긴기둥보다 더 튀어나온 싱크대 하부장입니다.지나다니면서 저기 부딪칠까봐저길 어떻게 활용할지 고심하던 중아내가 '우산을 놓으면 딱 맞을 거 같은데?'라는 의견을 내놨고,덕분에 약속이나 한 듯이 절묘하게 딱 맞아떨어진... :)마지막으로 현관 신발 놓는 곳 대리석입니다.대리석 끝나는 실리콘 부분도 그렇고,줄눈 작업 역시 정말 잘 되었습니다.지금은 실생활 한 지 5개월차가 돼서 줄눈에 검은 때가 꼈지만,나름 쓸고 닦으면서 유지하려고 노력 중입니다.",인테리어,안마의자,모름,긍정,피로 회복에 도움,없음,결혼 기념일 선물로 받은 안마의자가 매일의 피로를 풀어주는데 큰 도움이 됨.,2024-03-03 19:08:32,2024-03-03 19:08:35
"저는 다른 팀 팬입니다만,몇달 뒤 이사를 계획 중이고 가전도 여럿 바꿀 계획 중이죠.그래서 사심을 담아 LG의 코리안 시리즈 우승을 빌고 있습니다. 우승하게 되면 거의 30여년 만의 우승인데 화끈하게 축하 세일 쎄게 들어가지 않을까 싶어서요.그 덕분에 몇십만원 싸게 살수 있기를 바라며...너무 사심이 큰가요 ^^;;;",이사,LG의 코리안 시리즈,모름,긍정,LG의 제품 우승을 기대,없음,이사를 앞둔 상황에서 LG의 코리안 시리즈 제품 우승을 기대하며 희망을 품고 있음.,2024-03-03 19:08:35,2024-03-03 19:08:39
"안녕하십니까!! 심심해❤️입니다.GIF 번역기(DeepL)로 인한 오역이 있을 수 있습니다.삼성, 타이젠 업데이트 계획 발표: 더 큰 화면, 게이밍 허브, 채팅 투게더, 릴루미노 모드등샌프란시스코 모스콘 센터에서 열린 삼성 개발자 컨퍼런스 2023(SDC23)에서 삼성전자는 초연결 생활에 대한 비전과 개발자 및 파트너를 위한 강력한 에코시스템의 중요성을 선보였습니다.삼성전자 디바이스 익스피리언스(DX) 부문 대표이사 겸 부회장인 한종희(JH) 사장은 전 세계적으로 삼성 제품이 광범위하게 사용되고 있다는 점을 강조했습니다.연간 5억 대 이상의 삼성 제품이 판매되고 있으며, 삼성 계정 사용자는 6억 명이 넘습니다. 한 사장은 스마트싱스 에코시스템, 빅스비 가상 비서, 삼성 녹스 보안 플랫폼 등 삼성의 다양한 디바이스 및 애플리케이션의 발전에 대해 설명했습니다.스마트싱스 총괄 정재연 부사장은 기기 상호운용성을 강화하고 스마트싱스 홈 에코시스템을 확장하기 위한 삼성의 노력을 강조했습니다. 삼성은 매터 및 홈 커넥티비티 얼라이언스와 같은 개방형 홈 표준을 지원합니다.멀티 허브 네트워크와 스마트싱스 홈 API를 통해 스마트싱스 플랫폼에 새로운 기능이 도입되었습니다. 삼성 리서치 아메리카의 빅스비 랩 책임자인 아닐 야다브는 빅스비에 대한 삼성의 미래 비전을 공유했습니다. 빅스비가 사용자 선호도에 적응하고 멀티 디바이스 연결을 최적화할 수 있도록 더욱 긴밀한 홈 통합에 초점을 맞추고 있습니다.플랫폼팀 권호범 상무는 삼성의 오픈소스 운영체제인 타이젠의 발전에 대해 설명했습니다. 타이젠은 더 큰 디스플레이와 향상된 그래픽 디테일을 갖춘 가전제품으로 확장되고 있습니다. 삼성은 또한 업그레이드된 타이젠 소프트웨어 개발 키트(SDK)를 통해 개발자 지원을 강화하고 있습니다.애플리케이션 소프트웨어 R&amp;D 그룹의 고봉준 상무는 한층 업그레이드된 타이젠 TV 경험을 선보였습니다. 새로운 기능으로는 다양한 화면의 삼성 게이밍 허브, 향상된 소셜 인터랙션을 위한 채팅 투게더, 접근성을 개선한 릴루미노 모드 등이 있습니다.프레임워크 R&amp;D 그룹 정혜순 상무는 향상된 사용성, 지능형 사진/비디오 편집, 새로운 인터페이스를 갖춘 갤럭시 기기용으로 설계된 One UI 6를 소개했습니다. 컴팩트한 디자인, 길어진 배터리 수명, 향상된 내구성을 자랑하는 갤럭시 스마트태그2의 출시도 함께 발표되었습니다.디지털 헬스 팀의 혼 박 부사장은 최적화된 디지털 헬스 경험을 위한 기기, 데이터, 서비스의 통합을 강조했습니다. 삼성은 삼성 프리빌리지 헬스 SDK인 삼성 헬스 스택 1.0을 소개하고 수면 및 정신 건강 연구에 중점을 둔 MIT 미디어 랩과의 파트너십을 발표했습니다.",삼성 제품 소개,"다양한 삼성 제품 (세탁기, 안마의자, 타이젠 TV, 갤럭시 기기, 갤럭시 스마트태그2 등)",구매,정보 제공,다양한 기능 및 업그레이드 소개,없음,"삼성의 다양한 제품과 서비스 소개, 새로운 기능 및 업그레이드 소식을 제공하는 내용.",2024-03-03 19:08:35,2024-03-03 19:08:39
"목요일 새벽비행기로 아침에 돌아오자마자 그날은 하루종일 잤고...어제 드디어 세탁기를 설치했습니다.1DK방에 간신히 들어간 세탁기...11kg짜리라 든든하네요땀이 많은 체질이라 이불이나 침대커버같은걸 자주빨기때문에 이전에 쓰던 6kg짜리 통돌이로는 항상 부족함이 있었거든요시운전 해봤는데 조용하고 좋더라구요 ㅎㅎㅎ다만 세탁기 크기가 크기다보니, 일반적인 급수호스는 안들어가서 설치기사분도 이거 안될거같다고 하셨는데저런 L자형 급수호스를 예전에 본적이 있어서 일단 설치까지만 해달라고했습니다 ㅎㅎ아마존을 10분간 뒤지다 당일배송인놈이 있어서 바로 구매해서 어제 저녁에 꽃았더니 간당간당하게 설치가 됬네요드디어 이사+큼지막한 가전들 어떻게 구매는 완료했습니다 ㅎㅎ이제 더 철저한 집돌이라이프를 보내야겠네요",이사,세탁기,구매,긍정,소음이 적고 세탁력이 좋음,가격이 비쌈,이사한 집에 새로 구매한 11kg짜리 세탁기가 소음이 적고 세탁력이 좋으나 가격이 조금 비싸다는 점이 아쉬움. 설치 과정에서 일반적인 급수호스가 맞지 않아 L자형 급수호스를 구매하여 설치를 완료했음. 전체적으로 가전제품 구매를 완료하고 집에서의 생활을 더 편안하게 즐기고자 함.,2024-03-03 19:08:35,2024-03-03 19:08:39
"LG까자고 쓰는 글은 아닌 데 lg 가전, 전자제품을 몇가지 쓰는데 만족도가 그리 높지가 않습니다. 가전은 LG라고하지만 저는 잘 모르겠어요. lg 오브제 라인을(하이엔드??) 안써서 그럴 수도 있나 잠시 생각해보지만 그렇다고 그 돈들여 비싼 가전 들일 맘은 아니긴 해요(광고보면서 색 바뀌는 냉장고가 필요한가?? 싶은거죠)제 기준 심리적인 가전 가격 저항선은 대략 세탁기(통돌이 15kg~20kg) 100만원 TV(60인치이하) 100만원, 냉장고(양문형) 150만원 에어컨150만원(2in1), 노트북은 100만원 150만원(2017노트북이 당시 160만원이었나 그랬던 것 같아요),청소기 (유선) 30만원 정도 입니다. 오브제 라인으로는 말이 안되는 가격이네요 이제.에어컨은 올 해 빌드인인 집에서 살다가 구축 아파트로 이사를 하면서 가격차이로 삼성제품 2in1으로 구입을 했습니다. LG 보다 타워형이 2평큰데 가격은 30만원 싸길래 삼성으로 했는데 첫 해라 나름 만족했습니다.집 가전으로 LG 제품인 것들이 49인치 TV, 유선청소기, 15kg 세탁기, 휴대폰, 그리고 노트북(그램) 입니다. 모두 5년 이상되었네요참. 냉장고는 14년된 삼성입니다. 중간에 고장나서 수리를 2번 받았지만 아직 쓰고 있어요.LG 세탁기는 자동으로 세탁을 하면 설정하는데 시간이 너무 오래 걸려요. 뭐 이건 그럴 수있다고 생각하는데 수동모드로 물높이/헹굼/탈수를 지정을 하고 시작을 하면 수동으로 설정했는데 자동모드로 선택한 것처럼 물높이를 다시 찾느라 시간을 들입니다. 이걸 완전히 끌 수 있나 찾아봤는데 안되네요.노트북 터치패드는 좀 악명 높은데 그러려니 합니다. 이제 오래되기도했고 반포기 상태로 그냥 마우스 씁니다. 그램은 가벼워서 쓰는 것이니까요. 키보드도 정말 첨에는 욕하면서 사용했는데 이것도 그냥 참을만 합니다. 아마 키보드에 대한 불만의 50은 타이핑할때 터치패드가 눌리면서 포인터가 이동되는 것도 한몫하는 것 같아요. 최근 그램은 나아졌다고는 하는데 사실 믿음이 안가긴합니다.잡설이 길었는데 노트북을 바꿀때가 되어서 고민이 시작된건데 삼성으로 가자니 14인지가 LG보다 200g 이 무겁네요. 200g이면 어댑터 무게는 되니 이게 고민거리가 됩니다 삼성제품들이 어댑터가 또 더 무겁기도 했던 경험이 있어서 아마 지금도 그렇지 않을까합니다.노트북 좀 찾아보다 쓴 뻘글입니다. 그러고 보니 다음 휴대폰도 슬슬 알아봐야하는데 이젠 삼성 말고는 애플밖엔 안보이니 이것도 참...의외로 지금 쓰는 LG 스맛폰은 카메라 뺴곤 만족하네요. 사진이 흐릿하니 보정안해도 뽀샤시해요.",LG 가전 제품 사용,"TV, 세탁기, 냉장고, 에어컨, 노트북, 청소기, 스마트폰",구매,중립적,LG 스마트폰의 카메라 성능에 대한 만족,"LG 세탁기의 자동 세탁 설정 시간이 오래 걸리고, 노트북의 터치패드와 키보드에 대한 불만","LG 제품 중 TV, 세탁기, 냉장고, 에어컨, 노트북, 청소기, 스마트폰을 사용 중이며, 대체로 만족하나 LG 세탁기의 자동 설정 시간과 노트북의 터치패드, 키보드에 대한 불만이 있음. LG 스마트폰의 카메라 성능에 대해서는 만족하고 있음.",2024-03-03 19:08:34,2024-03-03 19:08:40
"냉장고 입니다.혼자 살아도 무조건 큰 냉장고가 최곱 니다.큰 냉장고에 저렴할때 양파, 양배추, 오이고추, 가지, 대파, 콩나물, 버섯 왕창 사서 잡아넣고뽁음용 중국산 김치 10kg 옥숀에 구입하고식용유, 굴소스, 고춧가루, 미원, 설탕, 간장, 고추장 업소용급 대용량으로 구입하고자주 계란, 두부 정도 구입해서 준비하면하루 1끼는 1000원 안쪽으로 해결 가능합니다. 건강과 경제 모두 잡을 가장 중요한 가전제품이큰 냉장고 입니다.위 모든 재료를 다 잡아넣고 보관할 냉장고는 크면 클수록 좋더군요. 거기에 대용량 냉동고에저렴한 돼지고기 젤 싼부위 왕창 사넣고 대용량 간 마늘 사서 냉동고에 준비하면최소한 굶어 죽진 안습니다.그러고 보니 TV는 안본지 2년은 넘은것 같네요. 거의 모니터 컴퓨터로 youTube만 봐서 그런제 TV를 언제켰는지도 기억 안납니다. 다음에 혹시 이사가게 되면 TV는 아예 처음부터 설치 안할 생각입니다.대신 무조건 큰 냉장고 냉장고 냉장고 입니다.",혼자 살기,냉장고,모름,긍정,큰 냉장고로 식재료 다량 보관 가능,없음,"혼자 사는데 큰 냉장고가 필수이며, 다양한 식재료를 보관하여 경제적이고 건강한 식사를 할 수 있다고 언급함. TV를 거의 사용하지 않는다는 내용이 포함되어 있음.",2024-03-03 19:08:39,2024-03-03 19:08:42
